,y_lo,y_hi,h_lo,h_hi
0,12.0,12.1,10.0,11.0
1,12.0,12.1,11.0,12.0
2,12.0,12.1,12.0,13.0
3,12.0,12.1,13.0,14.0
4,12.0,12.1,14.0,15.0
5,12.0,12.1,15.0,16.0
6,12.0,12.1,16.0,17.0
7,12.0,12.1,17.0,18.0
8,12.0,12.1,18.0,19.0
9,12.0,12.1,19.0,20.0
10,12.0,12.1,20.0,21.0
11,12.0,12.1,21.0,22.0
12,12.0,12.1,22.0,23.0
13,12.0,12.1,23.0,24.0
14,12.0,12.1,24.0,25.0
15,12.0,12.1,25.0,26.0
16,12.0,12.1,26.0,27.0
17,12.0,12.1,27.0,28.0
18,12.0,12.1,28.0,29.0
19,12.0,12.1,29.0,30.0
20,12.1,12.2,10.0,11.0
21,12.1,12.2,11.0,12.0
22,12.1,12.2,12.0,13.0
23,12.1,12.2,13.0,14.0
24,12.1,12.2,14.0,15.0
25,12.1,12.2,15.0,16.0
26,12.1,12.2,16.0,17.0
27,12.1,12.2,17.0,18.0
28,12.1,12.2,18.0,19.0
29,12.1,12.2,19.0,20.0
30,12.1,12.2,20.0,21.0
31,12.1,12.2,21.0,22.0
32,12.1,12.2,22.0,23.0
33,12.1,12.2,23.0,24.0
34,12.1,12.2,24.0,25.0
35,12.1,12.2,25.0,26.0
36,12.1,12.2,26.0,27.0
37,12.1,12.2,27.0,28.0
38,12.1,12.2,28.0,29.0
39,12.1,12.2,29.0,30.0
40,12.2,12.3,10.0,11.0
41,12.2,12.3,11.0,12.0
42,12.2,12.3,12.0,13.0
43,12.2,12.3,13.0,14.0
44,12.2,12.3,14.0,15.0
45,12.2,12.3,15.0,16.0
46,12.2,12.3,16.0,17.0
47,12.2,12.3,17.0,18.0
48,12.2,12.3,18.0,19.0
49,12.2,12.3,19.0,20.0
50,12.2,12.3,20.0,21.0
51,12.2,12.3,21.0,22.0
52,12.2,12.3,22.0,23.0
53,12.2,12.3,23.0,24.0
54,12.2,12.3,24.0,25.0
55,12.2,12.3,25.0,26.0
56,12.2,12.3,26.0,27.0
57,12.2,12.3,27.0,28.0
58,12.2,12.3,28.0,29.0
59,12.2,12.3,29.0,30.0
60,12.3,12.4,10.0,11.0
61,12.3,12.4,11.0,12.0
62,12.3,12.4,12.0,13.0
63,12.3,12.4,13.0,14.0
64,12.3,12.4,14.0,15.0
65,12.3,12.4,15.0,16.0
66,12.3,12.4,16.0,17.0
67,12.3,12.4,17.0,18.0
68,12.3,12.4,18.0,19.0
69,12.3,12.4,19.0,20.0
70,12.3,12.4,20.0,21.0
71,12.3,12.4,21.0,22.0
72,12.3,12.4,22.0,23.0
73,12.3,12.4,23.0,24.0
74,12.3,12.4,24.0,25.0
75,12.3,12.4,25.0,26.0
76,12.3,12.4,26.0,27.0
77,12.3,12.4,27.0,28.0
78,12.3,12.4,28.0,29.0
79,12.3,12.4,29.0,30.0
80,12.4,12.5,10.0,11.0
81,12.4,12.5,11.0,12.0
82,12.4,12.5,12.0,13.0
83,12.4,12.5,13.0,14.0
84,12.4,12.5,14.0,15.0
85,12.4,12.5,15.0,16.0
86,12.4,12.5,16.0,17.0
87,12.4,12.5,17.0,18.0
88,12.4,12.5,18.0,19.0
89,12.4,12.5,19.0,20.0
90,12.4,12.5,20.0,21.0
91,12.4,12.5,21.0,22.0
92,12.4,12.5,22.0,23.0
93,12.4,12.5,23.0,24.0
94,12.4,12.5,24.0,25.0
95,12.4,12.5,25.0,26.0
96,12.4,12.5,26.0,27.0
97,12.4,12.5,27.0,28.0
98,12.4,12.5,28.0,29.0
99,12.4,12.5,29.0,30.0
100,12.5,12.6,10.0,11.0
101,12.5,12.6,11.0,12.0
102,12.5,12.6,12.0,13.0
103,12.5,12.6,13.0,14.0
104,12.5,12.6,14.0,15.0
105,12.5,12.6,15.0,16.0
106,12.5,12.6,16.0,17.0
107,12.5,12.6,17.0,18.0
108,12.5,12.6,18.0,19.0
109,12.5,12.6,19.0,20.0
110,12.5,12.6,20.0,21.0
111,12.5,12.6,21.0,22.0
112,12.5,12.6,22.0,23.0
113,12.5,12.6,23.0,24.0
114,12.5,12.6,24.0,25.0
115,12.5,12.6,25.0,26.0
116,12.5,12.6,26.0,27.0
117,12.5,12.6,27.0,28.0
118,12.5,12.6,28.0,29.0
119,12.5,12.6,29.0,30.0
120,12.6,12.7,10.0,11.0
121,12.6,12.7,11.0,12.0
122,12.6,12.7,12.0,13.0
123,12.6,12.7,13.0,14.0
124,12.6,12.7,14.0,15.0
125,12.6,12.7,15.0,16.0
126,12.6,12.7,16.0,17.0
127,12.6,12.7,17.0,18.0
128,12.6,12.7,18.0,19.0
129,12.6,12.7,19.0,20.0
130,12.6,12.7,20.0,21.0
131,12.6,12.7,21.0,22.0
132,12.6,12.7,22.0,23.0
133,12.6,12.7,23.0,24.0
134,12.6,12.7,24.0,25.0
135,12.6,12.7,25.0,26.0
136,12.6,12.7,26.0,27.0
137,12.6,12.7,27.0,28.0
138,12.6,12.7,28.0,29.0
139,12.6,12.7,29.0,30.0
140,12.7,12.8,10.0,11.0
141,12.7,12.8,11.0,12.0
142,12.7,12.8,12.0,13.0
143,12.7,12.8,13.0,14.0
144,12.7,12.8,14.0,15.0
145,12.7,12.8,15.0,16.0
146,12.7,12.8,16.0,17.0
147,12.7,12.8,17.0,18.0
148,12.7,12.8,18.0,19.0
149,12.7,12.8,19.0,20.0
150,12.7,12.8,20.0,21.0
151,12.7,12.8,21.0,22.0
152,12.7,12.8,22.0,23.0
153,12.7,12.8,23.0,24.0
154,12.7,12.8,24.0,25.0
155,12.7,12.8,25.0,26.0
156,12.7,12.8,26.0,27.0
157,12.7,12.8,27.0,28.0
158,12.7,12.8,28.0,29.0
159,12.7,12.8,29.0,30.0
160,12.8,12.9,10.0,11.0
161,12.8,12.9,11.0,12.0
162,12.8,12.9,12.0,13.0
163,12.8,12.9,13.0,14.0
164,12.8,12.9,14.0,15.0
165,12.8,12.9,15.0,16.0
166,12.8,12.9,16.0,17.0
167,12.8,12.9,17.0,18.0
168,12.8,12.9,18.0,19.0
169,12.8,12.9,19.0,20.0
170,12.8,12.9,20.0,21.0
171,12.8,12.9,21.0,22.0
172,12.8,12.9,22.0,23.0
173,12.8,12.9,23.0,24.0
174,12.8,12.9,24.0,25.0
175,12.8,12.9,25.0,26.0
176,12.8,12.9,26.0,27.0
177,12.8,12.9,27.0,28.0
178,12.8,12.9,28.0,29.0
179,12.8,12.9,29.0,30.0
180,12.9,13.0,10.0,11.0
181,12.9,13.0,11.0,12.0
182,12.9,13.0,12.0,13.0
183,12.9,13.0,13.0,14.0
184,12.9,13.0,14.0,15.0
185,12.9,13.0,15.0,16.0
186,12.9,13.0,16.0,17.0
187,12.9,13.0,17.0,18.0
188,12.9,13.0,18.0,19.0
189,12.9,13.0,19.0,20.0
190,12.9,13.0,20.0,21.0
191,12.9,13.0,21.0,22.0
192,12.9,13.0,22.0,23.0
193,12.9,13.0,23.0,24.0
194,12.9,13.0,24.0,25.0
195,12.9,13.0,25.0,26.0
196,12.9,13.0,26.0,27.0
197,12.9,13.0,27.0,28.0
198,12.9,13.0,28.0,29.0
199,12.9,13.0,29.0,30.0
200,13.0,13.1,10.0,11.0
201,13.0,13.1,11.0,12.0
202,13.0,13.1,12.0,13.0
203,13.0,13.1,13.0,14.0
204,13.0,13.1,14.0,15.0
205,13.0,13.1,15.0,16.0
206,13.0,13.1,16.0,17.0
207,13.0,13.1,17.0,18.0
208,13.0,13.1,18.0,19.0
209,13.0,13.1,19.0,20.0
210,13.0,13.1,20.0,21.0
211,13.0,13.1,21.0,22.0
212,13.0,13.1,22.0,23.0
213,13.0,13.1,23.0,24.0
214,13.0,13.1,24.0,25.0
215,13.0,13.1,25.0,26.0
216,13.0,13.1,26.0,27.0
217,13.0,13.1,27.0,28.0
218,13.0,13.1,28.0,29.0
219,13.0,13.1,29.0,30.0
220,13.1,13.2,10.0,11.0
221,13.1,13.2,11.0,12.0
222,13.1,13.2,12.0,13.0
223,13.1,13.2,13.0,14.0
224,13.1,13.2,14.0,15.0
225,13.1,13.2,15.0,16.0
226,13.1,13.2,16.0,17.0
227,13.1,13.2,17.0,18.0
228,13.1,13.2,18.0,19.0
229,13.1,13.2,19.0,20.0
230,13.1,13.2,20.0,21.0
231,13.1,13.2,21.0,22.0
232,13.1,13.2,22.0,23.0
233,13.1,13.2,23.0,24.0
234,13.1,13.2,24.0,25.0
235,13.1,13.2,25.0,26.0
236,13.1,13.2,26.0,27.0
237,13.1,13.2,27.0,28.0
238,13.1,13.2,28.0,29.0
239,13.1,13.2,29.0,30.0
240,13.2,13.3,10.0,11.0
241,13.2,13.3,11.0,12.0
242,13.2,13.3,12.0,13.0
243,13.2,13.3,13.0,14.0
244,13.2,13.3,14.0,15.0
245,13.2,13.3,15.0,16.0
246,13.2,13.3,16.0,17.0
247,13.2,13.3,17.0,18.0
248,13.2,13.3,18.0,19.0
249,13.2,13.3,19.0,20.0
250,13.2,13.3,20.0,21.0
251,13.2,13.3,21.0,22.0
252,13.2,13.3,22.0,23.0
253,13.2,13.3,23.0,24.0
254,13.2,13.3,24.0,25.0
255,13.2,13.3,25.0,26.0
256,13.2,13.3,26.0,27.0
257,13.2,13.3,27.0,28.0
258,13.2,13.3,28.0,29.0
259,13.2,13.3,29.0,30.0
260,13.3,13.4,10.0,11.0
261,13.3,13.4,11.0,12.0
262,13.3,13.4,12.0,13.0
263,13.3,13.4,13.0,14.0
264,13.3,13.4,14.0,15.0
265,13.3,13.4,15.0,16.0
266,13.3,13.4,16.0,17.0
267,13.3,13.4,17.0,18.0
268,13.3,13.4,18.0,19.0
269,13.3,13.4,19.0,20.0
270,13.3,13.4,20.0,21.0
271,13.3,13.4,21.0,22.0
272,13.3,13.4,22.0,23.0
273,13.3,13.4,23.0,24.0
274,13.3,13.4,24.0,25.0
275,13.3,13.4,25.0,26.0
276,13.3,13.4,26.0,27.0
277,13.3,13.4,27.0,28.0
278,13.3,13.4,28.0,29.0
279,13.3,13.4,29.0,30.0
280,13.4,13.5,10.0,11.0
281,13.4,13.5,11.0,12.0
282,13.4,13.5,12.0,13.0
283,13.4,13.5,13.0,14.0
284,13.4,13.5,14.0,15.0
285,13.4,13.5,15.0,16.0
286,13.4,13.5,16.0,17.0
287,13.4,13.5,17.0,18.0
288,13.4,13.5,18.0,19.0
289,13.4,13.5,19.0,20.0
290,13.4,13.5,20.0,21.0
291,13.4,13.5,21.0,22.0
292,13.4,13.5,22.0,23.0
293,13.4,13.5,23.0,24.0
294,13.4,13.5,24.0,25.0
295,13.4,13.5,25.0,26.0
296,13.4,13.5,26.0,27.0
297,13.4,13.5,27.0,28.0
298,13.4,13.5,28.0,29.0
299,13.4,13.5,29.0,30.0
300,13.5,13.6,10.0,11.0
301,13.5,13.6,11.0,12.0
302,13.5,13.6,12.0,13.0
303,13.5,13.6,13.0,14.0
304,13.5,13.6,14.0,15.0
305,13.5,13.6,15.0,16.0
306,13.5,13.6,16.0,17.0
307,13.5,13.6,17.0,18.0
308,13.5,13.6,18.0,19.0
309,13.5,13.6,19.0,20.0
310,13.5,13.6,20.0,21.0
311,13.5,13.6,21.0,22.0
312,13.5,13.6,22.0,23.0
313,13.5,13.6,23.0,24.0
314,13.5,13.6,24.0,25.0
315,13.5,13.6,25.0,26.0
316,13.5,13.6,26.0,27.0
317,13.5,13.6,27.0,28.0
318,13.5,13.6,28.0,29.0
319,13.5,13.6,29.0,30.0
320,13.6,13.7,10.0,11.0
321,13.6,13.7,11.0,12.0
322,13.6,13.7,12.0,13.0
323,13.6,13.7,13.0,14.0
324,13.6,13.7,14.0,15.0
325,13.6,13.7,15.0,16.0
326,13.6,13.7,16.0,17.0
327,13.6,13.7,17.0,18.0
328,13.6,13.7,18.0,19.0
329,13.6,13.7,19.0,20.0
330,13.6,13.7,20.0,21.0
331,13.6,13.7,21.0,22.0
332,13.6,13.7,22.0,23.0
333,13.6,13.7,23.0,24.0
334,13.6,13.7,24.0,25.0
335,13.6,13.7,25.0,26.0
336,13.6,13.7,26.0,27.0
337,13.6,13.7,27.0,28.0
338,13.6,13.7,28.0,29.0
339,13.6,13.7,29.0,30.0
340,13.7,13.8,10.0,11.0
341,13.7,13.8,11.0,12.0
342,13.7,13.8,12.0,13.0
343,13.7,13.8,13.0,14.0
344,13.7,13.8,14.0,15.0
345,13.7,13.8,15.0,16.0
346,13.7,13.8,16.0,17.0
347,13.7,13.8,17.0,18.0
348,13.7,13.8,18.0,19.0
349,13.7,13.8,19.0,20.0
350,13.7,13.8,20.0,21.0
351,13.7,13.8,21.0,22.0
352,13.7,13.8,22.0,23.0
353,13.7,13.8,23.0,24.0
354,13.7,13.8,24.0,25.0
355,13.7,13.8,25.0,26.0
356,13.7,13.8,26.0,27.0
357,13.7,13.8,27.0,28.0
358,13.7,13.8,28.0,29.0
359,13.7,13.8,29.0,30.0
360,13.8,13.9,10.0,11.0
361,13.8,13.9,11.0,12.0
362,13.8,13.9,12.0,13.0
363,13.8,13.9,13.0,14.0
364,13.8,13.9,14.0,15.0
365,13.8,13.9,15.0,16.0
366,13.8,13.9,16.0,17.0
367,13.8,13.9,17.0,18.0
368,13.8,13.9,18.0,19.0
369,13.8,13.9,19.0,20.0
370,13.8,13.9,20.0,21.0
371,13.8,13.9,21.0,22.0
372,13.8,13.9,22.0,23.0
373,13.8,13.9,23.0,24.0
374,13.8,13.9,24.0,25.0
375,13.8,13.9,25.0,26.0
376,13.8,13.9,26.0,27.0
377,13.8,13.9,27.0,28.0
378,13.8,13.9,28.0,29.0
379,13.8,13.9,29.0,30.0
380,13.9,14.0,10.0,11.0
381,13.9,14.0,11.0,12.0
382,13.9,14.0,12.0,13.0
383,13.9,14.0,13.0,14.0
384,13.9,14.0,14.0,15.0
385,13.9,14.0,15.0,16.0
386,13.9,14.0,16.0,17.0
387,13.9,14.0,17.0,18.0
388,13.9,14.0,18.0,19.0
389,13.9,14.0,19.0,20.0
390,13.9,14.0,20.0,21.0
391,13.9,14.0,21.0,22.0
392,13.9,14.0,22.0,23.0
393,13.9,14.0,23.0,24.0
394,13.9,14.0,24.0,25.0
395,13.9,14.0,25.0,26.0
396,13.9,14.0,26.0,27.0
397,13.9,14.0,27.0,28.0
398,13.9,14.0,28.0,29.0
399,13.9,14.0,29.0,30.0
400,14.0,14.1,10.0,11.0
401,14.0,14.1,11.0,12.0
402,14.0,14.1,12.0,13.0
403,14.0,14.1,13.0,14.0
404,14.0,14.1,14.0,15.0
405,14.0,14.1,15.0,16.0
406,14.0,14.1,16.0,17.0
407,14.0,14.1,17.0,18.0
408,14.0,14.1,18.0,19.0
409,14.0,14.1,19.0,20.0
410,14.0,14.1,20.0,21.0
411,14.0,14.1,21.0,22.0
412,14.0,14.1,22.0,23.0
413,14.0,14.1,23.0,24.0
414,14.0,14.1,24.0,25.0
415,14.0,14.1,25.0,26.0
416,14.0,14.1,26.0,27.0
417,14.0,14.1,27.0,28.0
418,14.0,14.1,28.0,29.0
419,14.0,14.1,29.0,30.0
420,14.1,14.2,10.0,11.0
421,14.1,14.2,11.0,12.0
422,14.1,14.2,12.0,13.0
423,14.1,14.2,13.0,14.0
424,14.1,14.2,14.0,15.0
425,14.1,14.2,15.0,16.0
426,14.1,14.2,16.0,17.0
427,14.1,14.2,17.0,18.0
428,14.1,14.2,18.0,19.0
429,14.1,14.2,19.0,20.0
430,14.1,14.2,20.0,21.0
431,14.1,14.2,21.0,22.0
432,14.1,14.2,22.0,23.0
433,14.1,14.2,23.0,24.0
434,14.1,14.2,24.0,25.0
435,14.1,14.2,25.0,26.0
436,14.1,14.2,26.0,27.0
437,14.1,14.2,27.0,28.0
438,14.1,14.2,28.0,29.0
439,14.1,14.2,29.0,30.0
440,14.2,14.3,10.0,11.0
441,14.2,14.3,11.0,12.0
442,14.2,14.3,12.0,13.0
443,14.2,14.3,13.0,14.0
444,14.2,14.3,14.0,15.0
445,14.2,14.3,15.0,16.0
446,14.2,14.3,16.0,17.0
447,14.2,14.3,17.0,18.0
448,14.2,14.3,18.0,19.0
449,14.2,14.3,19.0,20.0
450,14.2,14.3,20.0,21.0
451,14.2,14.3,21.0,22.0
452,14.2,14.3,22.0,23.0
453,14.2,14.3,23.0,24.0
454,14.2,14.3,24.0,25.0
455,14.2,14.3,25.0,26.0
456,14.2,14.3,26.0,27.0
457,14.2,14.3,27.0,28.0
458,14.2,14.3,28.0,29.0
459,14.2,14.3,29.0,30.0
460,14.3,14.4,10.0,11.0
461,14.3,14.4,11.0,12.0
462,14.3,14.4,12.0,13.0
463,14.3,14.4,13.0,14.0
464,14.3,14.4,14.0,15.0
465,14.3,14.4,15.0,16.0
466,14.3,14.4,16.0,17.0
467,14.3,14.4,17.0,18.0
468,14.3,14.4,18.0,19.0
469,14.3,14.4,19.0,20.0
470,14.3,14.4,20.0,21.0
471,14.3,14.4,21.0,22.0
472,14.3,14.4,22.0,23.0
473,14.3,14.4,23.0,24.0
474,14.3,14.4,24.0,25.0
475,14.3,14.4,25.0,26.0
476,14.3,14.4,26.0,27.0
477,14.3,14.4,27.0,28.0
478,14.3,14.4,28.0,29.0
479,14.3,14.4,29.0,30.0
480,14.4,14.5,10.0,11.0
481,14.4,14.5,11.0,12.0
482,14.4,14.5,12.0,13.0
483,14.4,14.5,13.0,14.0
484,14.4,14.5,14.0,15.0
485,14.4,14.5,15.0,16.0
486,14.4,14.5,16.0,17.0
487,14.4,14.5,17.0,18.0
488,14.4,14.5,18.0,19.0
489,14.4,14.5,19.0,20.0
490,14.4,14.5,20.0,21.0
491,14.4,14.5,21.0,22.0
492,14.4,14.5,22.0,23.0
493,14.4,14.5,23.0,24.0
494,14.4,14.5,24.0,25.0
495,14.4,14.5,25.0,26.0
496,14.4,14.5,26.0,27.0
497,14.4,14.5,27.0,28.0
498,14.4,14.5,28.0,29.0
499,14.4,14.5,29.0,30.0
500,14.5,14.6,10.0,11.0
501,14.5,14.6,11.0,12.0
502,14.5,14.6,12.0,13.0
503,14.5,14.6,13.0,14.0
504,14.5,14.6,14.0,15.0
505,14.5,14.6,15.0,16.0
506,14.5,14.6,16.0,17.0
507,14.5,14.6,17.0,18.0
508,14.5,14.6,18.0,19.0
509,14.5,14.6,19.0,20.0
510,14.5,14.6,20.0,21.0
511,14.5,14.6,21.0,22.0
512,14.5,14.6,22.0,23.0
513,14.5,14.6,23.0,24.0
514,14.5,14.6,24.0,25.0
515,14.5,14.6,25.0,26.0
516,14.5,14.6,26.0,27.0
517,14.5,14.6,27.0,28.0
518,14.5,14.6,28.0,29.0
519,14.5,14.6,29.0,30.0
520,14.6,14.7,10.0,11.0
521,14.6,14.7,11.0,12.0
522,14.6,14.7,12.0,13.0
523,14.6,14.7,13.0,14.0
524,14.6,14.7,14.0,15.0
525,14.6,14.7,15.0,16.0
526,14.6,14.7,16.0,17.0
527,14.6,14.7,17.0,18.0
528,14.6,14.7,18.0,19.0
529,14.6,14.7,19.0,20.0
530,14.6,14.7,20.0,21.0
531,14.6,14.7,21.0,22.0
532,14.6,14.7,22.0,23.0
533,14.6,14.7,23.0,24.0
534,14.6,14.7,24.0,25.0
535,14.6,14.7,25.0,26.0
536,14.6,14.7,26.0,27.0
537,14.6,14.7,27.0,28.0
538,14.6,14.7,28.0,29.0
539,14.6,14.7,29.0,30.0
540,14.7,14.8,10.0,11.0
541,14.7,14.8,11.0,12.0
542,14.7,14.8,12.0,13.0
543,14.7,14.8,13.0,14.0
544,14.7,14.8,14.0,15.0
545,14.7,14.8,15.0,16.0
546,14.7,14.8,16.0,17.0
547,14.7,14.8,17.0,18.0
548,14.7,14.8,18.0,19.0
549,14.7,14.8,19.0,20.0
550,14.7,14.8,20.0,21.0
551,14.7,14.8,21.0,22.0
552,14.7,14.8,22.0,23.0
553,14.7,14.8,23.0,24.0
554,14.7,14.8,24.0,25.0
555,14.7,14.8,25.0,26.0
556,14.7,14.8,26.0,27.0
557,14.7,14.8,27.0,28.0
558,14.7,14.8,28.0,29.0
559,14.7,14.8,29.0,30.0
560,14.8,14.9,10.0,11.0
561,14.8,14.9,11.0,12.0
562,14.8,14.9,12.0,13.0
563,14.8,14.9,13.0,14.0
564,14.8,14.9,14.0,15.0
565,14.8,14.9,15.0,16.0
566,14.8,14.9,16.0,17.0
567,14.8,14.9,17.0,18.0
568,14.8,14.9,18.0,19.0
569,14.8,14.9,19.0,20.0
570,14.8,14.9,20.0,21.0
571,14.8,14.9,21.0,22.0
572,14.8,14.9,22.0,23.0
573,14.8,14.9,23.0,24.0
574,14.8,14.9,24.0,25.0
575,14.8,14.9,25.0,26.0
576,14.8,14.9,26.0,27.0
577,14.8,14.9,27.0,28.0
578,14.8,14.9,28.0,29.0
579,14.8,14.9,29.0,30.0
580,14.9,15.0,10.0,11.0
581,14.9,15.0,11.0,12.0
582,14.9,15.0,12.0,13.0
583,14.9,15.0,13.0,14.0
584,14.9,15.0,14.0,15.0
585,14.9,15.0,15.0,16.0
586,14.9,15.0,16.0,17.0
587,14.9,15.0,17.0,18.0
588,14.9,15.0,18.0,19.0
589,14.9,15.0,19.0,20.0
590,14.9,15.0,20.0,21.0
591,14.9,15.0,21.0,22.0
592,14.9,15.0,22.0,23.0
593,14.9,15.0,23.0,24.0
594,14.9,15.0,24.0,25.0
595,14.9,15.0,25.0,26.0
596,14.9,15.0,26.0,27.0
597,14.9,15.0,27.0,28.0
598,14.9,15.0,28.0,29.0
599,14.9,15.0,29.0,30.0
600,15.0,15.1,10.0,11.0
601,15.0,15.1,11.0,12.0
602,15.0,15.1,12.0,13.0
603,15.0,15.1,13.0,14.0
604,15.0,15.1,14.0,15.0
605,15.0,15.1,15.0,16.0
606,15.0,15.1,16.0,17.0
607,15.0,15.1,17.0,18.0
608,15.0,15.1,18.0,19.0
609,15.0,15.1,19.0,20.0
610,15.0,15.1,20.0,21.0
611,15.0,15.1,21.0,22.0
612,15.0,15.1,22.0,23.0
613,15.0,15.1,23.0,24.0
614,15.0,15.1,24.0,25.0
615,15.0,15.1,25.0,26.0
616,15.0,15.1,26.0,27.0
617,15.0,15.1,27.0,28.0
618,15.0,15.1,28.0,29.0
619,15.0,15.1,29.0,30.0
620,15.1,15.2,10.0,11.0
621,15.1,15.2,11.0,12.0
622,15.1,15.2,12.0,13.0
623,15.1,15.2,13.0,14.0
624,15.1,15.2,14.0,15.0
625,15.1,15.2,15.0,16.0
626,15.1,15.2,16.0,17.0
627,15.1,15.2,17.0,18.0
628,15.1,15.2,18.0,19.0
629,15.1,15.2,19.0,20.0
630,15.1,15.2,20.0,21.0
631,15.1,15.2,21.0,22.0
632,15.1,15.2,22.0,23.0
633,15.1,15.2,23.0,24.0
634,15.1,15.2,24.0,25.0
635,15.1,15.2,25.0,26.0
636,15.1,15.2,26.0,27.0
637,15.1,15.2,27.0,28.0
638,15.1,15.2,28.0,29.0
639,15.1,15.2,29.0,30.0
640,15.2,15.3,10.0,11.0
641,15.2,15.3,11.0,12.0
642,15.2,15.3,12.0,13.0
643,15.2,15.3,13.0,14.0
644,15.2,15.3,14.0,15.0
645,15.2,15.3,15.0,16.0
646,15.2,15.3,16.0,17.0
647,15.2,15.3,17.0,18.0
648,15.2,15.3,18.0,19.0
649,15.2,15.3,19.0,20.0
650,15.2,15.3,20.0,21.0
651,15.2,15.3,21.0,22.0
652,15.2,15.3,22.0,23.0
653,15.2,15.3,23.0,24.0
654,15.2,15.3,24.0,25.0
655,15.2,15.3,25.0,26.0
656,15.2,15.3,26.0,27.0
657,15.2,15.3,27.0,28.0
658,15.2,15.3,28.0,29.0
659,15.2,15.3,29.0,30.0
660,15.3,15.4,10.0,11.0
661,15.3,15.4,11.0,12.0
662,15.3,15.4,12.0,13.0
663,15.3,15.4,13.0,14.0
664,15.3,15.4,14.0,15.0
665,15.3,15.4,15.0,16.0
666,15.3,15.4,16.0,17.0
667,15.3,15.4,17.0,18.0
668,15.3,15.4,18.0,19.0
669,15.3,15.4,19.0,20.0
670,15.3,15.4,20.0,21.0
671,15.3,15.4,21.0,22.0
672,15.3,15.4,22.0,23.0
673,15.3,15.4,23.0,24.0
674,15.3,15.4,24.0,25.0
675,15.3,15.4,25.0,26.0
676,15.3,15.4,26.0,27.0
677,15.3,15.4,27.0,28.0
678,15.3,15.4,28.0,29.0
679,15.3,15.4,29.0,30.0
680,15.4,15.5,10.0,11.0
681,15.4,15.5,11.0,12.0
682,15.4,15.5,12.0,13.0
